"","TripID","Date","Country","Site","Latitude","Longitude","Observer","Fisher","TotalCrew","TrapsOwned","TrapsFished","TrapLocation","Depth_m","SoakTime_Days","TrapType","GapSize_cm","BrowserMass_g","BrowserMassRatio","ScraperMass_g","ScraperMassRatio","GrazerMass_g","GrazerMassRatio","TotalCatch_g","CPUE_kgPerTrap","TotalValue_KSH","ValuePUE","TotalCa_mg","CaPUE","TotalFe_mg","FePUE","TotalVA_ug","VAPUE","TotalSe_ug","SePUE","TotalZn_ug","ZnPUE"
"70","RCUZD4912Q","2011-02-24","Kenya","Bamburi","-4.06094","39.71317","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","7","Multiple","Multiple",3990,0.375,0,0,0,0,10640,3.54666666666667,207.8,69.2666666666667,726.69300336415,242.231001121383,11.5597386051746,3.85324620172487,372.987635551059,124.329211850353,325.705581213522,108.568527071174,19.5184231073379,6.50614103577929
"71","BENCW7760G","2011-02-26","Kenya","Bamburi","-4.06352","39.71378","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","9","Multiple","Multiple",16320,0.888888888888889,0,0,2040,0.111111111111111,18360,6.12,370.8,123.6,990.074930360944,330.024976786981,18.6440425826282,6.21468086087605,544.607730472383,181.535910157461,485.15233713429,161.71744571143,35.5451331049244,11.8483777016415
"72","MNSOK5095V","2011-02-28","Kenya","Bamburi","-4.06352","39.71378","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","11","Multiple","Multiple",9840,0.4,0,0,0,0,24600,8.2,421.6,140.533333333333,1250.47881359725,416.826271199083,19.9592173523086,6.65307245076953,1599.46879897048,533.156266323492,939.971509825703,313.323836608568,37.8250220542411,12.608340684747
"73","CJSRE0999L","2011-03-01","Kenya","Bamburi","-4.06352","39.71378","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","12","Gated","4",6240,0.8,0,0,0,0,7800,2.6,259.2,86.4,936.21570015989,312.071900053297,13.8645303484826,4.62151011616088,930.637038514941,310.212346171647,454.316203017044,151.438734339015,30.8719865776401,10.2906621925467
"74","TEUNS7582V","2011-03-03","Kenya","Bamburi","-4.06352","39.71378","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","14","Gated","4",1360,0.666666666666667,0,0,0,0,2040,0.68,132,44,289.921601058309,96.640533686103,5.87657677104875,1.95885892368292,235.570348300349,78.5234494334496,163.166747842953,54.3889159476509,10.8446974494328,3.61489914981094
"75","NUVEB2377G","2011-03-12","Kenya","Bamburi","-4.06336","39.71358","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","4","Multiple","Multiple",123690,1,0,0,0,0,123690,41.23,847.6,282.533333333333,2995.95865023061,998.652883410202,50.6314780489268,16.8771593496423,1563.06048512279,521.020161707597,2084.91412880509,694.971376268362,100.410530600734,33.4701768669114
"76","YXOYG9731B","2011-03-14","Kenya","Bamburi","-4.0634","39.71374","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","6","Multiple","Multiple",37570,1,0,0,0,0,37570,12.5233333333333,446.8,148.933333333333,1386.17233509485,462.057445031618,24.7934320246426,8.26447734154754,753.016594861398,251.005531620466,898.010593560336,299.336864520112,48.1749459641976,16.0583153213992
"77","VQCZG4776N","2011-03-15","Kenya","Bamburi","-4.06268","39.71464","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","7","Multiple","Multiple",11800,0.454545454545455,0,0,0,0,25960,8.65333333333333,339.6,113.2,1205.79209464488,401.930698214961,17.6777689724263,5.89258965747543,926.055165175726,308.685055058575,818.288323987951,272.76277466265,33.8142965553985,11.2714321851328
"78","CAOEI9374R","2011-03-16","Kenya","Bamburi","-4.06336","39.71358","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","8","Multiple","Multiple",24570,1,0,0,0,0,24570,8.19,360.4,120.133333333333,1366.80422141127,455.601407137088,22.4409859617476,7.48032865391587,698.744539944348,232.914846648116,983.237638231986,327.745879410662,44.982708078481,14.9942360261603
"79","FJQZN9836F","2011-03-17","Kenya","Bamburi","-4.06059","39.71607","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","9","Multiple","Multiple",8150,0.714285714285714,0,0,0,0,11410,3.80333333333333,286,95.3333333333333,748.780966351031,249.593655450344,13.0571452640216,4.35238175467388,626.691364865997,208.897121621999,462.592659312823,154.197553104274,24.5284958267963,8.17616527559878
"80","LBMJX0858P","2011-03-18","Kenya","Bamburi","-4.0634","39.71374","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","10","Multiple","Multiple",22200,1,0,0,0,0,22200,7.4,402.4,134.133333333333,1009.74336613153,336.581122043843,19.9858629068595,6.66195430228651,590.518264368777,196.839421456259,560.305194790319,186.76839826344,37.5103512890267,12.5034504296756
"81","GAWOB3898M","2011-03-19","Kenya","Bamburi","-4.06433","39.71278","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","11","Multiple","Multiple",37200,0.8,0,0,0,0,46500,15.5,467.2,155.733333333333,1612.43331447472,537.477771491572,26.63212203802,8.87737401267332,830.104211393278,276.701403797759,951.606099379151,317.202033126384,50.3964156163549,16.7988052054516
"82","QGNJR0842U","2011-03-21","Kenya","Bamburi","-4.0634","39.71374","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","13","Traditional","0",1120,1,0,0,0,0,1120,0.373333333333333,88.8,29.6,266.532627527973,88.8442091759911,4.8395832195088,1.61319440650293,146.366823188467,48.7889410628222,169.144547442019,56.3815158140064,9.35386677057292,3.11795559019097
"83","WMPEV2639Q","2011-03-22","Kenya","Bamburi","-4.06059","39.71607","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","14","Multiple","Multiple",3210,1,0,0,0,0,3210,1.07,165.2,55.0666666666667,513.428142036019,171.142714012006,9.17601243204599,3.058670810682,278.75277897055,92.9175929901834,332.972113874946,110.990704624982,17.8344892632347,5.94482975441155
"84","UDXTJ5850F","2011-03-23","Kenya","Bamburi","-4.06336","39.71358","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","15","Multiple","Multiple",9300,1,0,0,0,0,9300,3.1,231.6,77.2,750.92334204609,250.30778068203,13.1698723505051,4.38995745016837,402.227842844879,134.07594761496,499.211759313417,166.403919771139,25.7693648496209,8.58978828320696
"85","MLXHH0778Q","2011-03-29","Kenya","Bamburi","-4.06059","39.71607","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","16","Gated","4",1040,1,0,0,0,0,1040,0.346666666666667,62.4,20.8,266.156761570794,88.7189205235979,4.1752025352317,1.39173417841057,131.819362964346,43.9397876547819,200.955560380556,66.9851867935188,8.51493166252726,2.83831055417575
"86","YFOCB1090K","2011-03-30","Kenya","Bamburi","-4.06333","39.7137","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","17","Multiple","Multiple",1760,0.4,0,0,880,0.2,4400,1.46666666666667,136,45.3333333333333,496.23639283796,165.412130945987,6.6507945278992,2.21693150929974,421.760229405277,140.586743135092,324.833195145599,108.2777317152,12.9832396755193,4.32774655850642
"87","WVDLP0213V","2011-03-31","Kenya","Bamburi","-4.0634","39.71374","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","18","Traditional","0",210,1,0,0,0,0,210,0.07,42,14,91.8548158575025,30.6182719525008,1.95308157531873,0.651027191772911,56.6628054676062,18.8876018225354,44.3902489565002,14.7967496521667,3.58178713033229,1.1939290434441
"88","IHGJJ1090F","2011-04-02","Kenya","Bamburi","-4.0634","39.71374","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","Multiple","Multiple","Multiple",2100,0.4,0,0,0,0,5250,1.75,179.6,59.8666666666667,515.434687333795,171.811562444598,9.1671942932458,3.05573143108193,504.929792929433,168.309930976478,343.529863629349,114.509954543116,18.6357820814343,6.2119273604781
"89","XJUQO7766F","2011-04-03","Kenya","Bamburi","-4.06059","39.71607","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","20","Gated","4",1300,0.5,0,0,0,0,2600,0.866666666666667,200.8,66.9333333333333,506.328081399696,168.776027133232,8.76183351169979,2.9206111705666,1443.57126648838,481.190422162794,453.496472634055,151.165490878018,16.3754186843601,5.45847289478669
"90","TFNAJ2557G","2011-04-04","Kenya","Bamburi","-4.06059","39.71607","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","20","Multiple","Multiple",723.5,1,0,0,0,0,723.5,0.241166666666667,26.876,8.95866666666667,65.212792024068,21.737597341356,1.31297046680121,0.43765682226707,38.6222092032232,12.8740697344077,35.1038236137761,11.7012745379254,2.45044537034576,0.816815123448587
"91","JCDXA5728T","2011-04-05","Kenya","Bamburi","-4.03355","39.7257","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Multiple","Multiple",1800,0.5,0,0,0,0,3600,1.2,156,52,497.643189161907,165.881063053969,8.15244640613402,2.71748213537801,255.680734023403,85.2269113411343,215.576700019912,71.8589000066373,14.3058687230553,4.76862290768511
"92","TEDJS6852H","2011-04-06","Kenya","Bamburi","-4.02961","39.72794","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","2","Multiple","Multiple",10740,1,0,0,0,0,10740,3.58,266,88.6666666666667,868.554401435197,289.518133811732,15.185869601873,5.06195653395766,464.210236405758,154.736745468586,579.705519089996,193.235173029999,29.7470215519681,9.91567385065604
"93","IPZPM8386U","2011-04-07","Kenya","Bamburi","-4.02961","39.72794","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","3","Multiple","Multiple",2528,0.8,0,0,0,0,3160,1.05333333333333,599.6,199.866666666667,1522.56886176306,507.52295392102,29.095058191114,9.69835273037132,869.974498714899,289.991499571633,702.166803219228,234.055601073076,52.4870940546785,17.4956980182262
"94","HERDH3669I","2011-04-08","Kenya","Bamburi","-4.05414","39.71908","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Multiple","Multiple",2051,0.7,0,0,0,0,2930,0.976666666666667,422,140.666666666667,1491.659172137,497.219724045668,26.7370157207929,8.91233857359763,670.097253956601,223.365751318867,850.542555197867,283.514185065956,54.6520440882996,18.2173480294332
"95","NISAJ1823C","2011-04-09","Kenya","Bamburi","-4.05269","39.71655","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","2","Multiple","Multiple",3210,1,0,0,0,0,3210,1.07,128.4,42.8,547.668720924518,182.556240308173,8.5912821398037,2.8637607132679,271.243689176634,90.4145630588781,413.504710783068,137.834903594356,17.521109382508,5.84036979416934
"96","TORQC0114J","2011-04-10","Kenya","Bamburi","-4.05308","39.72101","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Multiple","Multiple",72150,0.68421052631579,0,0,27750,0.263157894736842,105450,35.15,812.4,270.8,3028.4013969748,1009.46713232493,47.7416878740422,15.9138959580141,1442.80016800038,480.93338933346,1659.97545774029,553.325152580096,96.6828428865462,32.2276142955154
"97","KETZJ0859L","2011-04-11","Kenya","Bamburi","-4.05523","39.72037","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","2","Multiple","Multiple",11400,0.75,0,0,3800,0.25,15200,5.06666666666667,296.8,98.9333333333333,1009.53405754312,336.511352514373,16.7684770495574,5.58949234985245,498.502020058249,166.167340019416,539.739478737249,179.913159579083,33.4059996092698,11.1353332030899
"98","GBPIT1717L","2011-04-12","Kenya","Bamburi","-4.05269","39.72101","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","3","Multiple","Multiple",138000,0.909090909090909,0,0,0,0,151800,50.6,1210.4,403.466666666667,3298.3645342646,1099.45484475487,61.7230003369376,20.5743334456459,1853.77684190542,617.925613968473,1788.90425625785,596.301418752617,114.982614881348,38.3275382937826
"99","VMAOG7489P","2011-04-13","Kenya","Bamburi","-4.03866","39.72257","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Multiple","Multiple",18720,0.666666666666667,0,0,7020,0.25,28080,9.36,412,137.333333333333,1280.4099875395,426.803329179832,21.6182635425449,7.20608784751498,634.941833015748,211.647277671916,533.098617619177,177.699539206392,41.5632570798897,13.8544190266299
"100","SNVXO6142A","2011-04-14","Kenya","Bamburi","-4.03964","39.72123","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","2","Multiple","Multiple",5680,0.571428571428571,0,0,0,0,9940,3.31333333333333,250.4,83.4666666666667,684.560920687731,228.186973562577,13.8446022781371,4.61486742604569,327.56152041404,109.187173471347,302.179066714869,100.726355571623,27.3351090881217,9.1117030293739
"101","FRCYJ1324F","2011-04-15","Kenya","Bamburi","-4.03493","39.72371","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Multiple","Multiple",14880,1,0,0,0,0,14880,4.96,372,124,813.57122616645,271.19040872215,17.2987225242516,5.76624084141721,501.870562713083,167.290187571028,393.170776471859,131.05692549062,31.7244002972288,10.5748000990763
"102","GBJQE1153N","2011-04-16","Kenya","Bamburi","-4.03492","39.72466","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","2","Multiple","Multiple",27990,0.818181818181818,0,0,6220,0.181818181818182,34210,11.4033333333333,533.2,177.733333333333,1577.68767906762,525.89589302254,28.0728790183763,9.35762633945876,824.783559326115,274.927853108705,793.113399111699,264.371133037233,54.5655160819563,18.1885053606521
"103","VJFGK7060G","2011-04-18","Kenya","Bamburi","-4.03563","39.72279","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","4","Multiple","Multiple",9840,0.666666666666667,0,0,3280,0.222222222222222,14760,4.92,313.6,104.533333333333,800.807336301375,266.935778767125,15.3539219223589,5.11797397411964,435.934002845149,145.311334281716,377.549967449902,125.849989149967,29.7866627530322,9.92888758434408
"104","PWYTT9192E","2011-04-19","Kenya","Bamburi","-4.03492","39.72466","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","5","Multiple","Multiple",2130,0.75,0,0,0,0,2840,0.946666666666667,134,44.6666666666667,338.367961377566,112.789320459189,6.01310752381741,2.0043691746058,236.664243293916,78.888081097972,172.934941719893,57.6449805732978,11.0390988116088,3.6796996038696
"105","TPFNO8102P","2011-04-20","Kenya","Bamburi","-4.0296","39.7279","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Gated","4",2460,0.75,0,0,0,0,3280,1.09333333333333,164,54.6666666666667,346.079667226055,115.359889075352,7.65995418274928,2.55331806091643,208.607190739467,69.5357302464889,244.482929274233,81.4943097580776,15.4299715254566,5.14332384181888
"106","WTHKJ5933V","2011-04-21","Kenya","Bamburi","-4.02918","39.7284","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","2","Multiple","Multiple",10560,1,0,0,0,0,10560,3.52,352,117.333333333333,769.830837662878,256.610279220959,16.3686836788618,5.45622789295392,474.888274395176,158.296091465059,372.032562683049,124.010854227683,30.018787378023,10.006262459341
"107","SLQGQ3672O","2011-04-23","Kenya","Bamburi","-4.029","39.72816","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","Multiple","Multiple","Multiple",41200,0.625,0,0,16480,0.25,65920,21.9733333333333,758.8,252.933333333333,2165.71407010616,721.904690035388,37.5267748555641,12.5089249518547,1192.19357185313,397.397857284377,908.072519161285,302.690839720428,72.3443112895081,24.114770429836
"108","SZMKV4058W","2011-04-26","Kenya","Bamburi","-4.0279","39.72816","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","5","Multiple","Multiple",13680,1,0,0,0,0,13680,4.56,456,152,997.280857881455,332.426952627152,21.2048856748891,7.06829522496303,615.196173648296,205.065391216099,481.951274384859,160.650424794953,38.8879745578934,12.9626581859645
"109","OCQUE4459U","2011-04-27","Kenya","Bamburi","-4.03198","39.72585","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Multiple","Multiple",17280,1,0,0,0,0,17280,5.76,384,128,839.815459268594,279.938486422865,17.8567458314856,5.95224861049519,518.059935703828,172.686645234609,405.853704745144,135.284568248381,32.7477680487523,10.9159226829174
"110","LZUTN2679X","2011-04-28","Kenya","Bamburi","-4.03198","39.72585","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","2","Gated","4",1200,0.666666666666667,0,0,0,0,1800,0.6,120,40,250.995496018489,83.6651653394965,5.61081093647772,1.87027031215924,150.395935846195,50.1319786153983,191.510715647398,63.8369052157992,11.5463553224793,3.84878510749311
"111","JLXJJ1316W","2011-04-29","Kenya","Bamburi","-4.03277","39.72583","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","3","Gated","4",1200,1,0,0,0,0,1200,0.4,120,40,262.442331021436,87.4807770071452,5.58023307233924,1.86007769077975,161.893729907446,53.9645766358154,126.829282732858,42.2764275776192,10.2336775152351,3.4112258384117
"112","DEGMI9744R","2011-04-30","Kenya","Bamburi","-4.03198","39.72585","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","4","Gated","4",320,1,0,0,0,0,320,0.106666666666667,38.4,12.8,163.788776351258,54.5962587837525,2.56935540629643,0.856451802098811,81.1196079780589,27.0398693260196,123.664960234188,41.2216534113962,5.23995794617062,1.74665264872354
"113","KSCHN8634J","2011-05-02","Kenya","Bamburi","-4.03309","39.72537","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","6","Multiple","Multiple",106600,1,0,0,0,0,106600,35.5333333333333,750.8,250.266666666667,2624.64070902452,874.880236341506,44.5627283909441,14.8542427969814,1373.83898084877,457.946326949589,1816.4459945479,605.481998182633,88.2250017891871,29.408333929729
"114","QRXOD4446J","2011-05-03","Kenya","Bamburi","-4.03198","39.72585","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","7","Multiple","Multiple",99180,0.9,0,0,11020,0.1,110200,36.7333333333333,850.8,283.6,2786.98326594836,928.994421982788,47.8483492640735,15.9494497546912,1439.45517376281,479.818391254271,1652.16102489863,550.720341632875,94.2595892022916,31.4198630674305
"115","FULDS4545W","2011-05-04","Kenya","Bamburi","-4.03344","39.72467","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","8","Multiple","Multiple",10300,0.555555555555556,0,0,0,0,18540,6.18,297.6,99.2,1157.29115299164,385.763717663879,17.3783058845064,5.79276862816879,644.652920587285,214.884306862428,611.198133147244,203.732711049081,32.4572486609842,10.8190828869947
"116","OTHUM6473G","2011-05-05","Kenya","Bamburi","-4.03279","39.72598","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","Multiple","Multiple","Multiple",86400,0.681818181818182,0,0,0,0,126720,42.24,1016.8,338.933333333333,2710.36910277872,903.456367592907,48.69543862408,16.2318128746933,1914.15352992027,638.051176640091,1542.31856388094,514.106187960312,90.7833747724153,30.2611249241384
"117","PWBBM2533L","2011-05-06","Kenya","Bamburi","-4.03198","39.72585","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","9","Multiple","Multiple",15060,0.666666666666667,0,0,0,0,22590,7.53,340,113.333333333333,1302.59087166454,434.196957221514,19.5428001371601,6.5142667123867,768.013496291075,256.004498763692,899.255987825373,299.751995941791,38.7743703738875,12.9247901246292
"118","RZBWK5417B","2011-05-07","Kenya","Bamburi","-4.03198","39.72598","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","10","Multiple","Multiple",3120,1,0,0,0,0,3120,1.04,190.4,63.4666666666667,471.275969470785,157.091989823595,9.39275037402576,3.13091679134192,277.024494691759,92.3414982305862,258.353013229243,86.1176710764144,17.5884970254803,5.86283234182676
"119","QBWFX0413E","2011-05-09","Kenya","Bamburi","-4.03446","39.72428","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Multiple","Multiple",0,0,0,0,497,0.25,1988,0.662666666666667,78.56,26.1866666666667,245.80012619147,81.9333753971566,3.37665525152978,1.12555175050993,118.426234650306,39.475411550102,124.366047686785,41.4553492289283,5.89350237229367,1.96450079076456
"120","TAYZI4176U","2011-05-10","Kenya","Bamburi","-4.03393","39.72481","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","2","Multiple","Multiple",2760,0.6,0,0,920,0.2,4600,1.53333333333333,171.2,57.0666666666667,338.869158914959,112.956386304986,7.13157912207292,2.37719304069097,287.801164247725,95.9337214159084,291.008197939226,97.0027326464087,15.9586568571544,5.31955228571813
"121","TQKND4664E","2011-05-11","Kenya","Bamburi","-4.03359","39.72506","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","3","Gated","4",2000,0.5,0,0,1000,0.25,4000,1.33333333333333,192,64,531.026657933399,177.0088859778,10.119068030686,3.37302267689534,250.371890861059,83.4572969536865,279.630372903156,93.2101243010519,20.4111756830267,6.80372522767556
"122","KLVXV9118J","2011-05-13","Kenya","Bamburi","-4.03393","39.72481","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","5","Multiple","Multiple",2200,0.5,0,0,0,0,4400,1.46666666666667,220,73.3333333333333,595.001258493843,198.333752831281,12.2219294604906,4.07397648683019,247.743139706702,82.5810465689006,410.920010162996,136.973336720999,25.7666107681424,8.58887025604746
"123","PHAWC5314B","2011-05-16","Kenya","Bamburi","-4.02938","39.72722","Mbaru","VTSZT8517P",1,6,3,"Reef","<20","3","Multiple","Multiple",5580,0.5,0,0,0,0,11160,3.72,344.8,114.933333333333,862.96557191157,287.65519063719,14.0666540782577,4.68888469275255,1508.56259168222,502.854197227405,665.016446571161,221.672148857054,24.887558570742,8.29585285691399
